event_id,activity,timestamp,object_ids,attr__quantity,attr__unit,attr__value,attr__currency,attr__material,attr__movement_type,attr__billing_category
e3576,Create Quotation (from Inquiry),2021-01-09T11:33:05+00:00,0005001285;0015000177,0.0, ,0.0,EUR, , , 
e3030,Create Order (from Quotation),2021-01-09T11:33:38+00:00,0005001285;0005004473,0.0, ,5358.4,EUR, , , 
e3577,Create Goods Movement (from Order),2021-01-09T11:33:57+00:00,0005004473;4900000035,2.0,ST,1265.08,EUR,P-101,601, 
e3578,Create Goods Movement (from Delivery),2021-01-09T11:33:57+00:00,0087000614;4900000035,2.0,ST,1265.08,EUR,P-101,601, 
e3579,Create Invoice (from Order),2021-01-09T11:33:57+00:00,0005004473;0090040630,2.0,ST,5358.4,EUR, , ,L
e3580,Create Invoice (from Delivery),2021-01-09T11:33:57+00:00,0087000614;0090040630,2.0,ST,5358.4,EUR, , ,L
e3581,Create Quotation (from Inquiry),2021-01-09T11:34:06+00:00,0005001286;0015000178,0.0, ,0.0,EUR, , , 
e3618,Create Order (from Quotation),2021-01-09T11:34:18+00:00,0005001286;0005004474,0.0, ,5358.4,EUR, , , 
e268,Create Goods Movement (from Order),2021-01-09T11:34:36+00:00,0005004474;4900000036,2.0,ST,1265.08,EUR,P-101,601, 
e269,Create Goods Movement (from Delivery),2021-01-09T11:34:36+00:00,0087000615;4900000036,2.0,ST,1265.08,EUR,P-101,601, 
e3619,Create Invoice (from Order),2021-01-09T11:34:37+00:00,0005004474;0090040631,2.0,ST,5358.4,EUR, , ,L
e3620,Create Invoice (from Delivery),2021-01-09T11:34:37+00:00,0087000615;0090040631,2.0,ST,5358.4,EUR, , ,L
e3621,Create Quotation (from Inquiry),2021-01-09T11:34:46+00:00,0005001287;0015000179,0.0, ,0.0,EUR, , , 
e3622,Create Quotation (from Inquiry),2021-01-09T11:35:54+00:00,0005001288;0015000180,0.0, ,0.0,EUR, , , 
e3623,Create Order (from Quotation),2021-01-09T11:35:58+00:00,0005001288;0005004475,0.0, ,0.0,EUR, , , 
e3624,Create Quotation (from Inquiry),2021-01-09T11:36:25+00:00,0005001289;0015000181,0.0, ,0.0,EUR, , , 
e3625,Create Order (from Quotation),2021-01-09T11:37:04+00:00,0005001289;0005004476,0.0, ,5358.4,EUR, , , 
e860,Create Goods Movement (from Order),2021-01-09T11:37:22+00:00,0005004476;4900000037,2.0,ST,1265.08,EUR,P-101,601, 
e861,Create Goods Movement (from Delivery),2021-01-09T11:37:22+00:00,0087000617;4900000037,2.0,ST,1265.08,EUR,P-101,601, 
e3626,Create Invoice (from Order),2021-01-09T11:37:23+00:00,0005004476;0090040632,2.0,ST,5358.4,EUR, , ,L
e3627,Create Invoice (from Delivery),2021-01-09T11:37:23+00:00,0087000617;0090040632,2.0,ST,5358.4,EUR, , ,L
e3628,Create Quotation (from Inquiry),2021-01-09T11:37:32+00:00,0005001290;0015000182,0.0, ,0.0,EUR, , , 
e3629,Create Order (from Quotation),2021-01-09T11:37:35+00:00,0005001290;0005004477,0.0, ,5358.4,EUR, , , 
e1031,Create Goods Movement (from Order),2021-01-09T11:37:53+00:00,0005004477;4900000038,2.0,ST,1265.08,EUR,P-101,601, 
e1032,Create Goods Movement (from Delivery),2021-01-09T11:37:53+00:00,0087000618;4900000038,2.0,ST,1265.08,EUR,P-101,601, 
e3630,Create Invoice (from Order),2021-01-09T11:37:54+00:00,0005004477;0090040633,2.0,ST,5358.4,EUR, , ,L
e3631,Create Invoice (from Delivery),2021-01-09T11:37:54+00:00,0087000618;0090040633,2.0,ST,5358.4,EUR, , ,L
e3632,Create Quotation (from Inquiry),2021-01-09T11:38:02+00:00,0005001291;0015000183,0.0, ,0.0,EUR, , , 
e3633,Create Quotation (from Inquiry),2021-01-09T11:39:11+00:00,0005001292;0015000184,0.0, ,0.0,EUR, , , 
e3031,Create Order (from Quotation),2021-01-09T11:39:30+00:00,0005001292;0005004478,0.0, ,5358.4,EUR, , , 
e270,Create Goods Movement (from Order),2021-01-09T11:39:49+00:00,0005004478;4900000039,2.0,ST,1265.08,EUR,P-101,601, 
e271,Create Goods Movement (from Delivery),2021-01-09T11:39:49+00:00,0087000619;4900000039,2.0,ST,1265.08,EUR,P-101,601, 
e3032,Create Invoice (from Order),2021-01-09T11:39:50+00:00,0005004478;0090040634,2.0,ST,5358.4,EUR, , ,L
e3033,Create Invoice (from Delivery),2021-01-09T11:39:50+00:00,0087000619;0090040634,2.0,ST,5358.4,EUR, , ,L
e3034,Create Quotation (from Inquiry),2021-01-09T11:39:59+00:00,0005001293;0015000185,0.0, ,0.0,EUR, , , 
e3035,Create Order (from Quotation),2021-01-09T11:40:36+00:00,0005001293;0005004479,0.0, ,5358.4,EUR, , , 
e3157,Create Goods Movement (from Order),2021-01-09T11:40:54+00:00,0005004479;4900000040,2.0,ST,1265.08,EUR,P-101,601, 
e3158,Create Goods Movement (from Delivery),2021-01-09T11:40:54+00:00,0087000620;4900000040,2.0,ST,1265.08,EUR,P-101,601, 
e3036,Create Invoice (from Order),2021-01-09T11:40:55+00:00,0005004479;0090040635,2.0,ST,5358.4,EUR, , ,L
e3037,Create Invoice (from Delivery),2021-01-09T11:40:55+00:00,0087000620;0090040635,2.0,ST,5358.4,EUR, , ,L
e3038,Create Quotation (from Inquiry),2021-01-09T11:41:04+00:00,0005001294;0015000186,0.0, ,0.0,EUR, , , 
e3039,Create Order (from Quotation),2021-01-09T11:41:15+00:00,0005001294;0005004480,0.0, ,5358.4,EUR, , , 
e3159,Create Goods Movement (from Order),2021-01-09T11:41:41+00:00,0005004480;4900000041,2.0,ST,1265.08,EUR,P-101,601, 
e3160,Create Goods Movement (from Delivery),2021-01-09T11:41:41+00:00,0087000621;4900000041,2.0,ST,1265.08,EUR,P-101,601, 
e3040,Create Invoice (from Order),2021-01-09T11:41:42+00:00,0005004480;0090040636,2.0,ST,5358.4,EUR, , ,L
e3041,Create Invoice (from Delivery),2021-01-09T11:41:42+00:00,0087000621;0090040636,2.0,ST,5358.4,EUR, , ,L
e3042,Create Quotation (from Inquiry),2021-01-09T11:41:51+00:00,0005001295;0015000187,0.0, ,0.0,EUR, , , 
e3043,Create Quotation (from Inquiry),2021-01-09T11:42:59+00:00,0005001296;0015000188,0.0, ,0.0,EUR, , , 
e3044,Create Order (from Quotation),2021-01-09T11:43:07+00:00,0005001296;0005004481,0.0, ,5358.4,EUR, , , 
e1033,Create Goods Movement (from Order),2021-01-09T11:43:25+00:00,0005004481;4900000042,2.0,ST,1265.08,EUR,P-101,601, 
e1034,Create Goods Movement (from Delivery),2021-01-09T11:43:25+00:00,0087000622;4900000042,2.0,ST,1265.08,EUR,P-101,601, 
e3045,Create Invoice (from Order),2021-01-09T11:43:26+00:00,0005004481;0090040637,2.0,ST,5358.4,EUR, , ,L
e3046,Create Invoice (from Delivery),2021-01-09T11:43:26+00:00,0087000622;0090040637,2.0,ST,5358.4,EUR, , ,L
e3047,Create Quotation (from Inquiry),2021-01-09T11:43:35+00:00,0005001297;0015000189,0.0, ,0.0,EUR, , , 
e3048,Create Order (from Quotation),2021-01-09T11:44:17+00:00,0005001297;0005004482,0.0, ,5358.4,EUR, , , 
e582,Create Goods Movement (from Order),2021-01-09T11:44:35+00:00,0005004482;4900000043,2.0,ST,1265.08,EUR,P-101,601, 
e583,Create Goods Movement (from Delivery),2021-01-09T11:44:35+00:00,0087000623;4900000043,2.0,ST,1265.08,EUR,P-101,601, 
e3049,Create Invoice (from Order),2021-01-09T11:44:36+00:00,0005004482;0090040638,2.0,ST,5358.4,EUR, , ,L
e3050,Create Invoice (from Delivery),2021-01-09T11:44:36+00:00,0087000623;0090040638,2.0,ST,5358.4,EUR, , ,L
e3051,Create Quotation (from Inquiry),2021-01-09T11:44:45+00:00,0005001298;0015000190,0.0, ,0.0,EUR, , , 
e3052,Create Order (from Quotation),2021-01-09T11:44:58+00:00,0005001298;0005004483,0.0, ,5358.4,EUR, , , 
e3634,Create Goods Movement (from Order),2021-01-09T11:45:16+00:00,0005004483;4900000044,2.0,ST,1265.08,EUR,P-101,601, 
e3635,Create Goods Movement (from Delivery),2021-01-09T11:45:16+00:00,0087000624;4900000044,2.0,ST,1265.08,EUR,P-101,601, 
e3053,Create Invoice (from Order),2021-01-09T11:45:17+00:00,0005004483;0090040639,2.0,ST,5358.4,EUR, , ,L
e3054,Create Invoice (from Delivery),2021-01-09T11:45:17+00:00,0087000624;0090040639,2.0,ST,5358.4,EUR, , ,L
e3055,Create Quotation (from Inquiry),2021-01-09T11:45:26+00:00,0005001299;0015000191,0.0, ,0.0,EUR, , , 
e3056,Create Quotation (from Inquiry),2021-01-09T11:46:37+00:00,0005001300;0015000192,0.0, ,0.0,EUR, , , 
e3057,Create Order (from Quotation),2021-01-09T11:46:48+00:00,0005001300;0005004484,0.0, ,0.0,EUR, , , 
e3058,Create Quotation (from Inquiry),2021-01-09T11:47:11+00:00,0005001301;0015000193,0.0, ,0.0,EUR, , , 
e3059,Create Order (from Quotation),2021-01-09T11:48:06+00:00,0005001301;0005004485,0.0, ,5358.4,EUR, , , 
e882,Create Goods Movement (from Order),2021-01-09T11:48:24+00:00,0005004485;4900000045,2.0,ST,1265.08,EUR,P-101,601, 
e883,Create Goods Movement (from Delivery),2021-01-09T11:48:24+00:00,0087000626;4900000045,2.0,ST,1265.08,EUR,P-101,601, 
e3060,Create Invoice (from Order),2021-01-09T11:48:25+00:00,0005004485;0090040640,2.0,ST,5358.4,EUR, , ,L
e3061,Create Invoice (from Delivery),2021-01-09T11:48:25+00:00,0087000626;0090040640,2.0,ST,5358.4,EUR, , ,L
e1166,Create Quotation (from Inquiry),2021-01-09T11:48:33+00:00,0005001302;0015000194,0.0, ,0.0,EUR, , , 
e1167,Create Order (from Quotation),2021-01-09T11:48:44+00:00,0005001302;0005004486,0.0, ,5358.4,EUR, , , 
e584,Create Goods Movement (from Order),2021-01-09T11:49:07+00:00,0005004486;4900000046,2.0,ST,1265.08,EUR,P-101,601, 
e585,Create Goods Movement (from Delivery),2021-01-09T11:49:07+00:00,0087000627;4900000046,2.0,ST,1265.08,EUR,P-101,601, 
e1168,Create Invoice (from Order),2021-01-09T11:49:08+00:00,0005004486;0090040641,2.0,ST,5358.4,EUR, , ,L
e1169,Create Invoice (from Delivery),2021-01-09T11:49:08+00:00,0087000627;0090040641,2.0,ST,5358.4,EUR, , ,L
e1170,Create Quotation (from Inquiry),2021-01-09T11:49:16+00:00,0005001303;0015000195,0.0, ,0.0,EUR, , , 
e3636,Create Quotation (from Inquiry),2021-01-09T11:50:19+00:00,0005001304;0015000196,0.0, ,0.0,EUR, , , 
e3637,Create Order (from Quotation),2021-01-09T11:50:23+00:00,0005001304;0005004487,0.0, ,5358.4,EUR, , , 
e3638,Create Goods Movement (from Order),2021-01-09T11:50:42+00:00,0005004487;4900000047,2.0,ST,1265.08,EUR,P-101,601, 
e3639,Create Goods Movement (from Delivery),2021-01-09T11:50:42+00:00,0087000628;4900000047,2.0,ST,1265.08,EUR,P-101,601, 
e1171,Create Invoice (from Order),2021-01-09T11:50:43+00:00,0005004487;0090040642,2.0,ST,5358.4,EUR, , ,L
e1172,Create Invoice (from Delivery),2021-01-09T11:50:43+00:00,0087000628;0090040642,2.0,ST,5358.4,EUR, , ,L
e1173,Create Quotation (from Inquiry),2021-01-09T11:50:51+00:00,0005001305;0015000197,0.0, ,0.0,EUR, , , 
e1174,Create Order (from Quotation),2021-01-09T11:51:34+00:00,0005001305;0005004488,0.0, ,5358.4,EUR, , , 
e3640,Create Goods Movement (from Order),2021-01-09T11:51:54+00:00,0005004488;4900000048,2.0,ST,1265.08,EUR,P-101,601, 
e3641,Create Goods Movement (from Delivery),2021-01-09T11:51:54+00:00,0087000629;4900000048,2.0,ST,1265.08,EUR,P-101,601, 
e1175,Create Invoice (from Order),2021-01-09T11:51:55+00:00,0005004488;0090040643,2.0,ST,5358.4,EUR, , ,L
e1176,Create Invoice (from Delivery),2021-01-09T11:51:55+00:00,0087000629;0090040643,2.0,ST,5358.4,EUR, , ,L
e1177,Create Quotation (from Inquiry),2021-01-09T11:52:04+00:00,0005001306;0015000198,0.0, ,0.0,EUR, , , 
e1178,Create Order (from Quotation),2021-01-09T11:52:10+00:00,0005001306;0005004489,0.0, ,5358.4,EUR, , , 
e3642,Create Goods Movement (from Order),2021-01-09T11:52:28+00:00,0005004489;4900000049,2.0,ST,1265.08,EUR,P-101,601, 
e3643,Create Goods Movement (from Delivery),2021-01-09T11:52:28+00:00,0087000630;4900000049,2.0,ST,1265.08,EUR,P-101,601, 
e1179,Create Invoice (from Order),2021-01-09T11:52:29+00:00,0005004489;0090040644,2.0,ST,5358.4,EUR, , ,L
e1180,Create Invoice (from Delivery),2021-01-09T11:52:29+00:00,0087000630;0090040644,2.0,ST,5358.4,EUR, , ,L
e1181,Create Quotation (from Inquiry),2021-01-09T11:52:37+00:00,0005001307;0015000199,0.0, ,0.0,EUR, , , 
e1182,Create Quotation (from Inquiry),2021-01-09T11:53:50+00:00,0005001308;0015000200,0.0, ,0.0,EUR, , , 
e1183,Create Order (from Quotation),2021-01-09T11:54:06+00:00,0005001308;0005004490,0.0, ,5358.4,EUR, , , 
e3161,Create Goods Movement (from Order),2021-01-09T11:54:24+00:00,0005004490;4900000050,2.0,ST,1265.08,EUR,P-101,601, 
e3162,Create Goods Movement (from Delivery),2021-01-09T11:54:24+00:00,0087000631;4900000050,2.0,ST,1265.08,EUR,P-101,601, 
e1184,Create Invoice (from Order),2021-01-09T11:54:25+00:00,0005004490;0090040645,2.0,ST,5358.4,EUR, , ,L
e1185,Create Invoice (from Delivery),2021-01-09T11:54:25+00:00,0087000631;0090040645,2.0,ST,5358.4,EUR, , ,L
e1186,Create Quotation (from Inquiry),2021-01-09T11:54:34+00:00,0005001309;0015000201,0.0, ,0.0,EUR, , , 
e1187,Create Order (from Quotation),2021-01-09T11:55:04+00:00,0005001309;0005004491,0.0, ,5358.4,EUR, , , 
e3163,Create Goods Movement (from Order),2021-01-09T11:55:22+00:00,0005004491;4900000051,2.0,ST,1265.08,EUR,P-101,601, 
e3164,Create Goods Movement (from Delivery),2021-01-09T11:55:22+00:00,0087000632;4900000051,2.0,ST,1265.08,EUR,P-101,601, 
e3644,Create Invoice (from Order),2021-01-09T11:55:22+00:00,0005004491;0090040646,2.0,ST,5358.4,EUR, , ,L
e3645,Create Invoice (from Delivery),2021-01-09T11:55:22+00:00,0087000632;0090040646,2.0,ST,5358.4,EUR, , ,L
e1188,Create Quotation (from Inquiry),2021-01-09T11:55:31+00:00,0005001310;0015000202,0.0, ,0.0,EUR, , , 
e1189,Create Order (from Quotation),2021-01-09T11:55:39+00:00,0005001310;0005004492,0.0, ,5358.4,EUR, , , 
e586,Create Goods Movement (from Order),2021-01-09T11:55:57+00:00,0005004492;4900000052,2.0,ST,1265.08,EUR,P-101,601, 
e587,Create Goods Movement (from Delivery),2021-01-09T11:55:57+00:00,0087000633;4900000052,2.0,ST,1265.08,EUR,P-101,601, 
e1190,Create Invoice (from Order),2021-01-09T11:55:57+00:00,0005004492;0090040647,2.0,ST,5358.4,EUR, , ,L
e1191,Create Invoice (from Delivery),2021-01-09T11:55:57+00:00,0087000633;0090040647,2.0,ST,5358.4,EUR, , ,L
e1192,Create Quotation (from Inquiry),2021-01-09T11:56:06+00:00,0005001311;0015000203,0.0, ,0.0,EUR, , , 
e1193,Create Quotation (from Inquiry),2021-01-09T11:57:16+00:00,0005001312;0015000204,0.0, ,0.0,EUR, , , 
e1194,Create Order (from Quotation),2021-01-09T11:57:22+00:00,0005001312;0005004493,0.0, ,0.0,EUR, , , 
e1195,Create Quotation (from Inquiry),2021-01-09T11:57:45+00:00,0005001313;0015000205,0.0, ,0.0,EUR, , , 
e1196,Create Order (from Quotation),2021-01-09T11:58:19+00:00,0005001313;0005004494,0.0, ,5358.4,EUR, , , 
e678,Create Goods Movement (from Order),2021-01-09T11:58:36+00:00,0005004494;4900000053,2.0,ST,1265.08,EUR,P-101,601, 
e679,Create Goods Movement (from Delivery),2021-01-09T11:58:36+00:00,0087000635;4900000053,2.0,ST,1265.08,EUR,P-101,601, 
e1197,Create Invoice (from Order),2021-01-09T11:58:37+00:00,0005004494;0090040648,2.0,ST,5358.4,EUR, , ,L
e1198,Create Invoice (from Delivery),2021-01-09T11:58:37+00:00,0087000635;0090040648,2.0,ST,5358.4,EUR, , ,L
e1199,Create Quotation (from Inquiry),2021-01-09T11:58:46+00:00,0005001314;0015000206,0.0, ,0.0,EUR, , , 
e1200,Create Order (from Quotation),2021-01-09T11:59:04+00:00,0005001314;0005004495,0.0, ,5358.4,EUR, , , 
e3646,Create Goods Movement (from Order),2021-01-09T11:59:22+00:00,0005004495;4900000054,2.0,ST,1265.08,EUR,P-101,601, 
e3647,Create Goods Movement (from Delivery),2021-01-09T11:59:22+00:00,0087000636;4900000054,2.0,ST,1265.08,EUR,P-101,601, 
e1201,Create Invoice (from Order),2021-01-09T11:59:23+00:00,0005004495;0090040649,2.0,ST,5358.4,EUR, , ,L
e1202,Create Invoice (from Delivery),2021-01-09T11:59:23+00:00,0087000636;0090040649,2.0,ST,5358.4,EUR, , ,L
e2924,Create Quotation (from Inquiry),2021-01-09T11:59:32+00:00,0005001315;0015000207,0.0, ,0.0,EUR, , , 
e3648,Create Quotation (from Inquiry),2021-01-09T12:00:38+00:00,0005001316;0015000208,0.0, ,0.0,EUR, , , 
e3649,Create Order (from Quotation),2021-01-09T12:00:56+00:00,0005001316;0005004496,0.0, ,5358.4,EUR, , , 
e3650,Create Goods Movement (from Order),2021-01-09T12:01:14+00:00,0005004496;4900000055,2.0,ST,1265.08,EUR,P-101,601, 
e3651,Create Goods Movement (from Delivery),2021-01-09T12:01:14+00:00,0087000637;4900000055,2.0,ST,1265.08,EUR,P-101,601, 
e2925,Create Invoice (from Order),2021-01-09T12:01:15+00:00,0005004496;0090040650,2.0,ST,5358.4,EUR, , ,L
e2926,Create Invoice (from Delivery),2021-01-09T12:01:15+00:00,0087000637;0090040650,2.0,ST,5358.4,EUR, , ,L
e2927,Create Quotation (from Inquiry),2021-01-09T12:01:23+00:00,0005001317;0015000209,0.0, ,0.0,EUR, , , 
e2928,Create Order (from Quotation),2021-01-09T12:01:59+00:00,0005001317;0005004497,0.0, ,5358.4,EUR, , , 
e588,Create Goods Movement (from Order),2021-01-09T12:02:17+00:00,0005004497;4900000056,2.0,ST,1265.08,EUR,P-101,601, 
e589,Create Goods Movement (from Delivery),2021-01-09T12:02:17+00:00,0087000638;4900000056,2.0,ST,1265.08,EUR,P-101,601, 
e2929,Create Invoice (from Order),2021-01-09T12:02:17+00:00,0005004497;0090040651,2.0,ST,5358.4,EUR, , ,L
e2930,Create Invoice (from Delivery),2021-01-09T12:02:17+00:00,0087000638;0090040651,2.0,ST,5358.4,EUR, , ,L
e2931,Create Quotation (from Inquiry),2021-01-09T12:02:26+00:00,0005001318;0015000210,0.0, ,0.0,EUR, , , 
e2932,Create Order (from Quotation),2021-01-09T12:02:34+00:00,0005001318;0005004498,0.0, ,5358.4,EUR, , , 
e590,Create Goods Movement (from Order),2021-01-09T12:02:51+00:00,0005004498;4900000057,2.0,ST,1265.08,EUR,P-101,601, 
e591,Create Goods Movement (from Delivery),2021-01-09T12:02:51+00:00,0087000639;4900000057,2.0,ST,1265.08,EUR,P-101,601, 
e3652,Create Invoice (from Order),2021-01-09T12:02:52+00:00,0005004498;0090040652,2.0,ST,5358.4,EUR, , ,L
e3653,Create Invoice (from Delivery),2021-01-09T12:02:52+00:00,0087000639;0090040652,2.0,ST,5358.4,EUR, , ,L
e3692,Create Quotation (from Inquiry),2021-01-09T12:03:01+00:00,0005001319;0015000211,0.0, ,0.0,EUR, , , 
e3693,Create Quotation (from Inquiry),2021-01-09T12:04:10+00:00,0005001320;0015000212,0.0, ,0.0,EUR, , , 
e3694,Create Order (from Quotation),2021-01-09T12:04:21+00:00,0005001320;0005004499,0.0, ,5358.4,EUR, , , 
e592,Create Goods Movement (from Order),2021-01-09T12:04:38+00:00,0005004499;4900000058,2.0,ST,1265.08,EUR,P-101,601, 
e593,Create Goods Movement (from Delivery),2021-01-09T12:04:38+00:00,0087000640;4900000058,2.0,ST,1265.08,EUR,P-101,601, 
e3695,Create Invoice (from Order),2021-01-09T12:04:39+00:00,0005004499;0090040653,2.0,ST,5358.4,EUR, , ,L
e3696,Create Invoice (from Delivery),2021-01-09T12:04:39+00:00,0087000640;0090040653,2.0,ST,5358.4,EUR, , ,L
e2933,Create Quotation (from Inquiry),2021-01-09T12:04:49+00:00,0005001321;0015000213,0.0, ,0.0,EUR, , , 
e2934,Create Order (from Quotation),2021-01-09T12:05:10+00:00,0005001321;0005004500,0.0, ,5358.4,EUR, , , 
e1086,Create Goods Movement (from Order),2021-01-09T12:05:28+00:00,0005004500;4900000059,2.0,ST,1265.08,EUR,P-101,601, 
e1087,Create Goods Movement (from Delivery),2021-01-09T12:05:28+00:00,0087000641;4900000059,2.0,ST,1265.08,EUR,P-101,601, 
e3697,Create Invoice (from Order),2021-01-09T12:05:29+00:00,0005004500;0090040654,2.0,ST,5358.4,EUR, , ,L
e3698,Create Invoice (from Delivery),2021-01-09T12:05:29+00:00,0087000641;0090040654,2.0,ST,5358.4,EUR, , ,L
e3699,Create Quotation (from Inquiry),2021-01-09T12:05:37+00:00,0005001322;0015000214,0.0, ,0.0,EUR, , , 
e3700,Create Order (from Quotation),2021-01-09T12:05:55+00:00,0005001322;0005004501,0.0, ,5358.4,EUR, , , 
e3701,Create Goods Movement (from Order),2021-01-09T12:06:13+00:00,0005004501;4900000060,2.0,ST,1265.08,EUR,P-101,601, 
e3702,Create Goods Movement (from Delivery),2021-01-09T12:06:13+00:00,0087000642;4900000060,2.0,ST,1265.08,EUR,P-101,601, 
e3703,Create Invoice (from Order),2021-01-09T12:06:14+00:00,0005004501;0090040655,2.0,ST,5358.4,EUR, , ,L
e3704,Create Invoice (from Delivery),2021-01-09T12:06:14+00:00,0087000642;0090040655,2.0,ST,5358.4,EUR, , ,L
e3705,Create Quotation (from Inquiry),2021-01-09T12:06:22+00:00,0005001323;0015000215,0.0, ,0.0,EUR, , , 
e3706,Create Quotation (from Inquiry),2021-01-09T12:07:26+00:00,0005001324;0015000216,0.0, ,0.0,EUR, , , 
e3707,Create Order (from Quotation),2021-01-09T12:07:29+00:00,0005001324;0005004502,0.0, ,0.0,EUR, , , 
e1882,Create Quotation (from Inquiry),2021-01-09T12:07:53+00:00,0005001325;0015000217,0.0, ,0.0,EUR, , , 
e1883,Create Order (from Quotation),2021-01-09T12:08:25+00:00,0005001325;0005004503,0.0, ,5358.4,EUR, , , 
e594,Create Goods Movement (from Order),2021-01-09T12:08:43+00:00,0005004503;4900000061,2.0,ST,1265.08,EUR,P-101,601, 
e595,Create Goods Movement (from Delivery),2021-01-09T12:08:43+00:00,0087000644;4900000061,2.0,ST,1265.08,EUR,P-101,601, 
e1884,Create Invoice (from Order),2021-01-09T12:08:44+00:00,0005004503;0090040656,2.0,ST,5358.4,EUR, , ,L
e1885,Create Invoice (from Delivery),2021-01-09T12:08:44+00:00,0087000644;0090040656,2.0,ST,5358.4,EUR, , ,L
e1886,Create Quotation (from Inquiry),2021-01-09T12:08:53+00:00,0005001326;0015000218,0.0, ,0.0,EUR, , , 
e1887,Create Order (from Quotation),2021-01-09T12:08:59+00:00,0005001326;0005004504,0.0, ,5358.4,EUR, , , 
e596,Create Goods Movement (from Order),2021-01-09T12:09:17+00:00,0005004504;4900000062,2.0,ST,1265.08,EUR,P-101,601, 
e597,Create Goods Movement (from Delivery),2021-01-09T12:09:17+00:00,0087000645;4900000062,2.0,ST,1265.08,EUR,P-101,601, 
e3708,Create Invoice (from Order),2021-01-09T12:09:18+00:00,0005004504;0090040657,2.0,ST,5358.4,EUR, , ,L
e3709,Create Invoice (from Delivery),2021-01-09T12:09:18+00:00,0087000645;0090040657,2.0,ST,5358.4,EUR, , ,L
e3710,Create Quotation (from Inquiry),2021-01-09T12:09:26+00:00,0005001327;0015000219,0.0, ,0.0,EUR, , , 
e1888,Create Quotation (from Inquiry),2021-01-09T12:10:28+00:00,0005001328;0015000220,0.0, ,0.0,EUR, , , 
e1889,Create Order (from Quotation),2021-01-09T12:10:41+00:00,0005001328;0005004505,0.0, ,5358.4,EUR, , , 
e1088,Create Goods Movement (from Order),2021-01-09T12:10:59+00:00,0005004505;4900000063,2.0,ST,1265.08,EUR,P-101,601, 
e1089,Create Goods Movement (from Delivery),2021-01-09T12:10:59+00:00,0087000646;4900000063,2.0,ST,1265.08,EUR,P-101,601, 
e1890,Create Invoice (from Order),2021-01-09T12:11:00+00:00,0005004505;0090040658,2.0,ST,5358.4,EUR, , ,L
e1891,Create Invoice (from Delivery),2021-01-09T12:11:00+00:00,0087000646;0090040658,2.0,ST,5358.4,EUR, , ,L
e1892,Create Quotation (from Inquiry),2021-01-09T12:11:09+00:00,0005001329;0015000221,0.0, ,0.0,EUR, , , 
e1893,Create Order (from Quotation),2021-01-09T12:11:46+00:00,0005001329;0005004506,0.0, ,5358.4,EUR, , , 
e3165,Create Goods Movement (from Order),2021-01-09T12:12:11+00:00,0005004506;4900000064,2.0,ST,1265.08,EUR,P-101,601, 
e3166,Create Goods Movement (from Delivery),2021-01-09T12:12:11+00:00,0087000647;4900000064,2.0,ST,1265.08,EUR,P-101,601, 
e1894,Create Invoice (from Order),2021-01-09T12:12:12+00:00,0005004506;0090040659,2.0,ST,5358.4,EUR, , ,L
e1895,Create Invoice (from Delivery),2021-01-09T12:12:12+00:00,0087000647;0090040659,2.0,ST,5358.4,EUR, , ,L
e1896,Create Quotation (from Inquiry),2021-01-09T12:12:21+00:00,0005001330;0015000222,0.0, ,0.0,EUR, , , 
e1897,Create Order (from Quotation),2021-01-09T12:12:27+00:00,0005001330;0005004507,0.0, ,5358.4,EUR, , , 
e3711,Create Goods Movement (from Order),2021-01-09T12:12:45+00:00,0005004507;4900000065,2.0,ST,1265.08,EUR,P-101,601, 
e3712,Create Goods Movement (from Delivery),2021-01-09T12:12:45+00:00,0087000648;4900000065,2.0,ST,1265.08,EUR,P-101,601, 
e3713,Create Invoice (from Order),2021-01-09T12:12:46+00:00,0005004507;0090040660,2.0,ST,5358.4,EUR, , ,L
e3714,Create Invoice (from Delivery),2021-01-09T12:12:46+00:00,0087000648;0090040660,2.0,ST,5358.4,EUR, , ,L
e3715,Create Quotation (from Inquiry),2021-01-09T12:14:07+00:00,0005001332;0015000224,0.0, ,0.0,EUR, , , 
e3716,Create Order (from Quotation),2021-01-09T12:14:11+00:00,0005001332;0005004508,0.0, ,5358.4,EUR, , , 
e884,Create Goods Movement (from Order),2021-01-09T12:14:30+00:00,0005004508;4900000066,2.0,ST,1265.08,EUR,P-101,601, 
e885,Create Goods Movement (from Delivery),2021-01-09T12:14:30+00:00,0087000649;4900000066,2.0,ST,1265.08,EUR,P-101,601, 
e1898,Create Invoice (from Order),2021-01-09T12:14:30+00:00,0005004508;0090040661,2.0,ST,5358.4,EUR, , ,L
e1899,Create Invoice (from Delivery),2021-01-09T12:14:30+00:00,0087000649;0090040661,2.0,ST,5358.4,EUR, , ,L
e1900,Create Quotation (from Inquiry),2021-01-09T12:14:39+00:00,0005001333;0015000225,0.0, ,0.0,EUR, , , 
e1901,Create Order (from Quotation),2021-01-09T12:15:12+00:00,0005001333;0005004509,0.0, ,5358.4,EUR, , , 
e3717,Create Goods Movement (from Order),2021-01-09T12:15:30+00:00,0005004509;4900000067,2.0,ST,1265.08,EUR,P-101,601, 
e3718,Create Goods Movement (from Delivery),2021-01-09T12:15:30+00:00,0087000650;4900000067,2.0,ST,1265.08,EUR,P-101,601, 
