object_id,object_type,attr__vbtyp_code
0087000630,Delivery,J
0015000199,Inquiry,A
0005001307,Quotation,B
0015000200,Inquiry,A
0005001308,Quotation,B
0005004490,Order,C
0090040645,Invoice,M
0087000631,Delivery,J
0015000201,Inquiry,A
0005001309,Quotation,B
0005004491,Order,C
0015000202,Inquiry,A
0005001310,Quotation,B
0090040647,Invoice,M
0015000203,Inquiry,A
0005001311,Quotation,B
0015000204,Inquiry,A
0005001312,Quotation,B
0005004493,Order,C
0015000205,Inquiry,A
0005001313,Quotation,B
0090040648,Invoice,M
0015000206,Inquiry,A
0005001314,Quotation,B
0005004495,Order,C
0090040649,Invoice,M
0087000636,Delivery,J
0087000760,Delivery,J
0100760000,Goods Movement,R
4900000162,Goods Movement,R
0100762000,Goods Movement,R
4900000179,Goods Movement,R
0100779000,Goods Movement,R
4900000182,Goods Movement,R
0100782000,Goods Movement,R
4900000188,Goods Movement,R
0100788000,Goods Movement,R
4900000189,Goods Movement,R
0100789000,Goods Movement,R
4900000190,Goods Movement,R
0100790000,Goods Movement,R
4900000192,Goods Movement,R
0100792000,Goods Movement,R
0005004667,Order,C
4900000208,Goods Movement,R
0100808000,Goods Movement,R
0087000808,Delivery,J
0005004676,Order,C
4900000217,Goods Movement,R
0100817000,Goods Movement,R
0087000817,Delivery,J
4900005878,Goods Movement,R
0005004305,Order,C
4900005892,Goods Movement,R
0087000448,Delivery,J
4900005894,Goods Movement,R
0005004299,Order,C
4900005907,Goods Movement,R
0087000442,Delivery,J
0005004236,Order,C
4900005909,Goods Movement,R
0087000379,Delivery,J
4900005919,Goods Movement,R
0087000361,Delivery,J
0005004703,Order,C
4900000244,Goods Movement,R
0100844000,Goods Movement,R
0087000844,Delivery,J
0005004706,Order,C
4900000247,Goods Movement,R
0100847000,Goods Movement,R
0087000847,Delivery,J
0005004720,Order,C
4900000261,Goods Movement,R
0100861000,Goods Movement,R
0087000861,Delivery,J
0005004739,Order,C
4900000280,Goods Movement,R
0100880000,Goods Movement,R
0087000880,Delivery,J
0087000386,Delivery,J
0005004693,Order,C
0090040829,Invoice,M
0087000834,Delivery,J
0005004694,Order,C
0090040830,Invoice,M
0087000835,Delivery,J
0005004695,Order,C
0090040831,Invoice,M
0087000836,Delivery,J
0005004696,Order,C
0090040832,Invoice,M
0087000837,Delivery,J
0005004697,Order,C
0090040833,Invoice,M
0087000838,Delivery,J
0005004698,Order,C
0090040834,Invoice,M
0087000839,Delivery,J
0005004704,Order,C
0090040840,Invoice,M
0087000845,Delivery,J
0005004707,Order,C
0090040843,Invoice,M
0087000848,Delivery,J
0005004521,Order,C
4900000076,Goods Movement,R
0087000662,Delivery,J
4900000099,Goods Movement,R
4900000117,Goods Movement,R
0005004591,Order,C
4900000134,Goods Movement,R
0087000732,Delivery,J
0005004603,Order,C
4900000145,Goods Movement,R
0087000744,Delivery,J
0005004604,Order,C
4900000146,Goods Movement,R
0087000745,Delivery,J
4900000152,Goods Movement,R
0100752000,Goods Movement,R
0005004616,Order,C
4900000157,Goods Movement,R
0100757000,Goods Movement,R
0087000757,Delivery,J
4900000170,Goods Movement,R
0100770000,Goods Movement,R
4900000187,Goods Movement,R
0100787000,Goods Movement,R
0005004673,Order,C
4900000214,Goods Movement,R
0100814000,Goods Movement,R
0087000814,Delivery,J
0005004692,Order,C
4900000233,Goods Movement,R
0100833000,Goods Movement,R
0087000833,Delivery,J
4900000236,Goods Movement,R
0100836000,Goods Movement,R
4900005875,Goods Movement,R
4900005895,Goods Movement,R
4900005896,Goods Movement,R
4900005898,Goods Movement,R
4900005901,Goods Movement,R
0005004295,Order,C
4900005905,Goods Movement,R
0087000438,Delivery,J
4900005908,Goods Movement,R
0087000382,Delivery,J
4900005917,Goods Movement,R
4900005918,Goods Movement,R
4900005928,Goods Movement,R
0005004232,Order,C
4900005938,Goods Movement,R
0087000375,Delivery,J
4900005940,Goods Movement,R
0005004680,Order,C
4900000221,Goods Movement,R
0100821000,Goods Movement,R
0087000821,Delivery,J
0005004686,Order,C
4900000227,Goods Movement,R
0100827000,Goods Movement,R
4900000234,Goods Movement,R
0100834000,Goods Movement,R
0005004705,Order,C
4900000246,Goods Movement,R
0100846000,Goods Movement,R
0087000846,Delivery,J
0005004711,Order,C
4900000252,Goods Movement,R
0100852000,Goods Movement,R
0087000852,Delivery,J
0005004722,Order,C
4900000263,Goods Movement,R
0100863000,Goods Movement,R
0087000863,Delivery,J
0005004723,Order,C
4900000264,Goods Movement,R
0100864000,Goods Movement,R
0087000864,Delivery,J
0005004736,Order,C
4900000277,Goods Movement,R
0100877000,Goods Movement,R
0087000877,Delivery,J
0005004749,Order,C
4900000290,Goods Movement,R
0100890000,Goods Movement,R
0087000890,Delivery,J
0005004752,Order,C
4900000293,Goods Movement,R
0100893000,Goods Movement,R
0087000893,Delivery,J
0005004756,Order,C
4900000297,Goods Movement,R
0100897000,Goods Movement,R
0087000897,Delivery,J
0005004252,Order,C
4900005948,Goods Movement,R
0087000395,Delivery,J
0005004666,Order,C
4900000207,Goods Movement,R
0100807000,Goods Movement,R
0087000807,Delivery,J
0005004677,Order,C
4900000218,Goods Movement,R
0100818000,Goods Movement,R
0087000818,Delivery,J
4900000238,Goods Movement,R
0100838000,Goods Movement,R
0005004702,Order,C
4900000243,Goods Movement,R
0100843000,Goods Movement,R
0087000843,Delivery,J
0005004708,Order,C
0090040844,Invoice,M
0087000849,Delivery,J
0005004709,Order,C
0090040845,Invoice,M
0087000850,Delivery,J
0090040858,Invoice,M
0005002021,Order,C
2300029000,Goods Movement,R
4900005693,Goods Movement,R
0087000029,Delivery,J
0005002023,Order,C
2300031000,Goods Movement,R
4900005694,Goods Movement,R
0087000031,Delivery,J
2300040000,Goods Movement,R
4900005703,Goods Movement,R
2300046000,Goods Movement,R
4900005709,Goods Movement,R
0005004689,Order,C
4900000230,Goods Movement,R
0100830000,Goods Movement,R
0087000830,Delivery,J
4900000239,Goods Movement,R
0100839000,Goods Movement,R
0005004700,Order,C
4900000241,Goods Movement,R
0100841000,Goods Movement,R
0087000841,Delivery,J
0005004725,Order,C
4900000266,Goods Movement,R
0100866000,Goods Movement,R
0087000866,Delivery,J
0005004732,Order,C
4900000273,Goods Movement,R
0100873000,Goods Movement,R
0087000873,Delivery,J
0005004733,Order,C
4900000274,Goods Movement,R
0100874000,Goods Movement,R
0087000874,Delivery,J
0005004744,Order,C
4900000285,Goods Movement,R
0100885000,Goods Movement,R
0087000885,Delivery,J
0087000934,Delivery,J
0090040929,Invoice,M
0005004794,Order,C
4900000335,Goods Movement,R
0100935000,Goods Movement,R
0087000935,Delivery,J
0090040930,Invoice,M
0015000014,Inquiry,A
0005001126,Quotation,B
0015000016,Inquiry,A
0005001127,Quotation,B
0015000017,Inquiry,A
0005001128,Quotation,B
0015000148,Inquiry,A
0005001256,Quotation,B
0015000149,Inquiry,A
0005001257,Quotation,B
0005001268,Quotation,B
0005004460,Order,C
4900000090,Goods Movement,R
4900000093,Goods Movement,R
4900000097,Goods Movement,R
4900000120,Goods Movement,R
0005004579,Order,C
4900000124,Goods Movement,R
0087000720,Delivery,J
0005004593,Order,C
4900000136,Goods Movement,R
0087000734,Delivery,J
4900000138,Goods Movement,R
0005004613,Order,C
4900000154,Goods Movement,R
0100754000,Goods Movement,R
0087000754,Delivery,J
0005004614,Order,C
4900000155,Goods Movement,R
0100755000,Goods Movement,R
0087000755,Delivery,J
4900000166,Goods Movement,R
0100766000,Goods Movement,R
0090040495,Invoice,M
0090040497,Invoice,M
0090040498,Invoice,M
0005002031,Order,C
0090040499,Invoice,M
0087000039,Delivery,J
0090040510,Invoice,M
0090040513,Invoice,M
4900005899,Goods Movement,R
0005004246,Order,C
4900005904,Goods Movement,R
0087000389,Delivery,J
4900005915,Goods Movement,R
0087000422,Delivery,J
4900005929,Goods Movement,R
4900005931,Goods Movement,R
4900005943,Goods Movement,R
0087000365,Delivery,J
0005004691,Order,C
4900000232,Goods Movement,R
0100832000,Goods Movement,R
0087000832,Delivery,J
0005004699,Order,C
4900000240,Goods Movement,R
0100840000,Goods Movement,R
0087000840,Delivery,J
0005004701,Order,C
4900000242,Goods Movement,R
0100842000,Goods Movement,R
0087000842,Delivery,J
0005001113,Quotation,B
0005004316,Order,C
0005001114,Quotation,B
0005004318,Order,C
0005001115,Quotation,B
0005004319,Order,C
0015000005,Inquiry,A
0020000282,Quotation,B
0015000007,Inquiry,A
0020000283,Quotation,B
0020000287,Quotation,B
0020000288,Quotation,B
0015000006,Inquiry,A
0020000290,Quotation,B
4900000237,Goods Movement,R
0100837000,Goods Movement,R
0005004710,Order,C
4900000251,Goods Movement,R
0100851000,Goods Movement,R
0087000851,Delivery,J
0005004713,Order,C
4900000254,Goods Movement,R
0100854000,Goods Movement,R
0087000854,Delivery,J
0005004715,Order,C
4900000256,Goods Movement,R
0100856000,Goods Movement,R
0087000856,Delivery,J
0005004731,Order,C
4900000272,Goods Movement,R
0100872000,Goods Movement,R
0087000872,Delivery,J
0005004734,Order,C
4900000275,Goods Movement,R
0100875000,Goods Movement,R
0087000875,Delivery,J
0005004750,Order,C
4900000291,Goods Movement,R
0100891000,Goods Movement,R
0087000891,Delivery,J
0090040718,Invoice,M
0015000318,Inquiry,A
0005001426,Quotation,B
0090040719,Invoice,M
0015000319,Inquiry,A
0005001427,Quotation,B
0015000320,Inquiry,A
0005001428,Quotation,B
0005004580,Order,C
0015000321,Inquiry,A
0005001429,Quotation,B
0005004581,Order,C
0090040720,Invoice,M
0087000722,Delivery,J
0015000322,Inquiry,A
0005001430,Quotation,B
0090040722,Invoice,M
0015000325,Inquiry,A
0005001433,Quotation,B
0005004584,Order,C
0090040723,Invoice,M
0087000725,Delivery,J
0015000326,Inquiry,A
0005001434,Quotation,B
0090040724,Invoice,M
0005004668,Order,C
4900000209,Goods Movement,R
0100809000,Goods Movement,R
0087000809,Delivery,J
4900000248,Goods Movement,R
0100848000,Goods Movement,R
4900000249,Goods Movement,R
0100849000,Goods Movement,R
4900000250,Goods Movement,R
0100850000,Goods Movement,R
0005004712,Order,C
4900000253,Goods Movement,R
0100853000,Goods Movement,R
0087000853,Delivery,J
0005004716,Order,C
4900000257,Goods Movement,R
0100857000,Goods Movement,R
0087000857,Delivery,J
0005004718,Order,C
4900000259,Goods Movement,R
0100859000,Goods Movement,R
0087000859,Delivery,J
0005004719,Order,C
4900000260,Goods Movement,R
0100860000,Goods Movement,R
0087000860,Delivery,J
0005004721,Order,C
4900000262,Goods Movement,R
0100862000,Goods Movement,R
0087000862,Delivery,J
0005004724,Order,C
4900000265,Goods Movement,R
0005001006,Quotation,B
0005001008,Quotation,B
0005004211,Order,C
0005001010,Quotation,B
0005004213,Order,C
0005001012,Quotation,B
0005001013,Quotation,B
0005004787,Order,C
4900000328,Goods Movement,R
0100928000,Goods Movement,R
0087000928,Delivery,J
0005004800,Order,C
4900000341,Goods Movement,R
0100941000,Goods Movement,R
0087000941,Delivery,J
0005004802,Order,C
0090040938,Invoice,M
0087000943,Delivery,J
0005004808,Order,C
0090040944,Invoice,M
0015000327,Inquiry,A
0005001435,Quotation,B
0015000328,Inquiry,A
0005001436,Quotation,B
0090040727,Invoice,M
0087000729,Delivery,J
0015000331,Inquiry,A
0005001439,Quotation,B
0015000332,Inquiry,A
0005001440,Quotation,B
0005004589,Order,C
0015000333,Inquiry,A
0005001441,Quotation,B
0090040728,Invoice,M
0015000334,Inquiry,A
0005001442,Quotation,B
0090040729,Invoice,M
0015000335,Inquiry,A
0005001443,Quotation,B
0090040730,Invoice,M
0015000337,Inquiry,A
0005001445,Quotation,B
0090040731,Invoice,M
0015000338,Inquiry,A
0005001446,Quotation,B
0005004594,Order,C
0090040732,Invoice,M
0087000735,Delivery,J
0015000339,Inquiry,A
0005001447,Quotation,B
0090040735,Invoice,M
0015000343,Inquiry,A
0005001451,Quotation,B
0015000344,Inquiry,A
0005001452,Quotation,B
0005004598,Order,C
0090040738,Invoice,M
0087000742,Delivery,J
0015000349,Inquiry,A
0005001457,Quotation,B
0015000033,Inquiry,A
0005001143,Quotation,B
0015000032,Inquiry,A
0005001144,Quotation,B
0005004322,Order,C
0090040594,Invoice,M
0087000465,Delivery,J
0015000034,Inquiry,A
0005001145,Quotation,B
0015000038,Inquiry,A
0005001147,Quotation,B
0015000037,Inquiry,A
0005001148,Quotation,B
0005004338,Order,C
0090040595,Invoice,M
0090040596,Invoice,M
0015000035,Inquiry,A
0005001149,Quotation,B
0005004339,Order,C
0015000040,Inquiry,A
0005001150,Quotation,B
0090040597,Invoice,M
0015000042,Inquiry,A
0005001152,Quotation,B
0015000041,Inquiry,A
0005001154,Quotation,B
0015000046,Inquiry,A
0005001155,Quotation,B
0015000044,Inquiry,A
0005001156,Quotation,B
0005001158,Quotation,B
0015000159,Inquiry,A
0005001267,Quotation,B
0005004683,Order,C
4900000224,Goods Movement,R
0100824000,Goods Movement,R
0087000824,Delivery,J
0005004727,Order,C
0090040863,Invoice,M
0087000868,Delivery,J
0005004728,Order,C
0090040864,Invoice,M
0087000869,Delivery,J
0005002013,Order,C
0090040482,Invoice,M
0087000021,Delivery,J
0090040483,Invoice,M
0005002015,Order,C
0090040484,Invoice,M
0087000023,Delivery,J
0005002016,Order,C
0090040485,Invoice,M
0087000024,Delivery,J
0090040486,Invoice,M
0100865000,Goods Movement,R
0087000865,Delivery,J
0005004726,Order,C
4900000267,Goods Movement,R
0100867000,Goods Movement,R
0087000867,Delivery,J
4900000268,Goods Movement,R
0100868000,Goods Movement,R
0005004730,Order,C
4900000271,Goods Movement,R
0005004714,Order,C
0090040850,Invoice,M
0087000855,Delivery,J
0090040851,Invoice,M
0090040852,Invoice,M
0005004717,Order,C
0090040853,Invoice,M
0087000858,Delivery,J
0090040854,Invoice,M
0090040855,Invoice,M
0090040856,Invoice,M
0090040857,Invoice,M
0005004602,Order,C
0090040739,Invoice,M
0087000743,Delivery,J
0015000350,Inquiry,A
0005001458,Quotation,B
0090040740,Invoice,M
0015000351,Inquiry,A
0005001459,Quotation,B
0015000352,Inquiry,A
0005001460,Quotation,B
0090040741,Invoice,M
0015000353,Inquiry,A
0005001461,Quotation,B
0015000354,Inquiry,A
0005001462,Quotation,B
0090040743,Invoice,M
0015000355,Inquiry,A
0005001463,Quotation,B
0015000356,Inquiry,A
0005001464,Quotation,B
0005004607,Order,C
0015000357,Inquiry,A
0005001465,Quotation,B
0005004608,Order,C
0090040744,Invoice,M
0087000749,Delivery,J
0015000358,Inquiry,A
0005001466,Quotation,B
0090040745,Invoice,M
0090040749,Invoice,M
0090040750,Invoice,M
0005004729,Order,C
4900000270,Goods Movement,R
0100870000,Goods Movement,R
0087000870,Delivery,J
0090040865,Invoice,M
0090040866,Invoice,M
0087000871,Delivery,J
0090040867,Invoice,M
0090040868,Invoice,M
0005004735,Order,C
0090040871,Invoice,M
0087000876,Delivery,J
0015000217,Inquiry,A
0005001325,Quotation,B
0090040656,Invoice,M
0015000218,Inquiry,A
0005001326,Quotation,B
0015000220,Inquiry,A
0005001328,Quotation,B
0090040658,Invoice,M
0015000221,Inquiry,A
0005001329,Quotation,B
0005004506,Order,C
0090040659,Invoice,M
0087000647,Delivery,J
0015000222,Inquiry,A
0005001330,Quotation,B
0005004507,Order,C
0090040661,Invoice,M
0015000225,Inquiry,A
0005001333,Quotation,B
0005004509,Order,C
0015000231,Inquiry,A
0005001339,Quotation,B
0090040669,Invoice,M
0087000659,Delivery,J
0015000238,Inquiry,A
0005001346,Quotation,B
0005004519,Order,C
0090040670,Invoice,M
0087000660,Delivery,J
0015000239,Inquiry,A
0005001347,Quotation,B
0015000240,Inquiry,A
0005001348,Quotation,B
0005004520,Order,C
0015000241,Inquiry,A
0005001349,Quotation,B
0090040671,Invoice,M
0015000242,Inquiry,A
0005001350,Quotation,B
0005004522,Order,C
0090040672,Invoice,M
0005004798,Order,C
0090040934,Invoice,M
0087000939,Delivery,J
0005004799,Order,C
4900000340,Goods Movement,R
0100940000,Goods Movement,R
0087000940,Delivery,J
0090040935,Invoice,M
0090040936,Invoice,M
0005004801,Order,C
0090040937,Invoice,M
0087000942,Delivery,J
4900000343,Goods Movement,R
0100943000,Goods Movement,R
0005004803,Order,C
4900000344,Goods Movement,R
0100944000,Goods Movement,R
0087000944,Delivery,J
0090040939,Invoice,M
0090040751,Invoice,M
0090040752,Invoice,M
0005004619,Order,C
0090040755,Invoice,M
0005004620,Order,C
0090040756,Invoice,M
0087000761,Delivery,J
4900000178,Goods Movement,R
0100778000,Goods Movement,R
4900000183,Goods Movement,R
0100783000,Goods Movement,R
4900000184,Goods Movement,R
0100784000,Goods Movement,R
4900000191,Goods Movement,R
0100791000,Goods Movement,R
4900000193,Goods Movement,R
0100793000,Goods Movement,R
0005004679,Order,C
0090040815,Invoice,M
0087000820,Delivery,J
0090040816,Invoice,M
0005004681,Order,C
0090040817,Invoice,M
0087000822,Delivery,J
0005004682,Order,C
0090040818,Invoice,M
0087000823,Delivery,J
0090040819,Invoice,M
0005004684,Order,C
0090040820,Invoice,M
0087000825,Delivery,J
0005004685,Order,C
0090040821,Invoice,M
0087000826,Delivery,J
0090040822,Invoice,M
0087000663,Delivery,J
0015000243,Inquiry,A
0005001351,Quotation,B
0005004523,Order,C
0090040673,Invoice,M
0087000664,Delivery,J
0015000245,Inquiry,A
0005001353,Quotation,B
0005004524,Order,C
0090040674,Invoice,M
0087000665,Delivery,J
0015000246,Inquiry,A
0005001354,Quotation,B
0005004525,Order,C
0090040675,Invoice,M
0087000666,Delivery,J
0015000247,Inquiry,A
0005001355,Quotation,B
0015000248,Inquiry,A
0005001356,Quotation,B
0005004526,Order,C
0090040676,Invoice,M
0087000667,Delivery,J
0015000249,Inquiry,A
0005001357,Quotation,B
0015000250,Inquiry,A
0005001358,Quotation,B
0005004528,Order,C
0090040678,Invoice,M
0087000669,Delivery,J
0015000251,Inquiry,A
0005001359,Quotation,B
0015000252,Inquiry,A
0005001360,Quotation,B
0005004529,Order,C
0015000255,Inquiry,A
0005001363,Quotation,B
0100871000,Goods Movement,R
0005004740,Order,C
4900000281,Goods Movement,R
0100881000,Goods Movement,R
0087000881,Delivery,J
0005004742,Order,C
4900000283,Goods Movement,R
0100883000,Goods Movement,R
0087000827,Delivery,J
0005004687,Order,C
0090040823,Invoice,M
0087000828,Delivery,J
0005004688,Order,C
0090040824,Invoice,M
0087000829,Delivery,J
0090040825,Invoice,M
0005004690,Order,C
0090040826,Invoice,M
0087000831,Delivery,J
0087000949,Delivery,J
0005004809,Order,C
4900000350,Goods Movement,R
0100950000,Goods Movement,R
0087000950,Delivery,J
0090040945,Invoice,M
0005004810,Order,C
4900000351,Goods Movement,R
0100951000,Goods Movement,R
0087000951,Delivery,J
0005004532,Order,C
0090040679,Invoice,M
0087000673,Delivery,J
0015000257,Inquiry,A
0005001365,Quotation,B
0005004533,Order,C
0090040680,Invoice,M
0087000674,Delivery,J
0015000258,Inquiry,A
0005001366,Quotation,B
0005004534,Order,C
0090040681,Invoice,M
0087000675,Delivery,J
4900000198,Goods Movement,R
0100798000,Goods Movement,R
0005004665,Order,C
4900000206,Goods Movement,R
0100806000,Goods Movement,R
0087000806,Delivery,J
0005004678,Order,C
4900000219,Goods Movement,R
0100819000,Goods Movement,R
0087000819,Delivery,J
0005004753,Order,C
4900000294,Goods Movement,R
0100894000,Goods Movement,R
0087000894,Delivery,J
0005004757,Order,C
0090040893,Invoice,M
0087000898,Delivery,J
0005004758,Order,C
4900000299,Goods Movement,R
0100899000,Goods Movement,R
0087000899,Delivery,J
0090040835,Invoice,M
0090040836,Invoice,M
0090040837,Invoice,M
0090040838,Invoice,M
0090040839,Invoice,M
0090040841,Invoice,M
0090040842,Invoice,M
0087000883,Delivery,J
0005004743,Order,C
4900000284,Goods Movement,R
0100884000,Goods Movement,R
0087000884,Delivery,J
0005004745,Order,C
4900000286,Goods Movement,R
0100886000,Goods Movement,R
0087000886,Delivery,J
0005004747,Order,C
4900000288,Goods Movement,R
0100888000,Goods Movement,R
0087000888,Delivery,J
0005004748,Order,C
4900000289,Goods Movement,R
0100889000,Goods Movement,R
0087000889,Delivery,J
0005004754,Order,C
4900000295,Goods Movement,R
0100895000,Goods Movement,R
0087000895,Delivery,J
0005004760,Order,C
4900000301,Goods Movement,R
0100901000,Goods Movement,R
0087000901,Delivery,J
0005004761,Order,C
4900000302,Goods Movement,R
0100902000,Goods Movement,R
0087000902,Delivery,J
0005004774,Order,C
4900000315,Goods Movement,R
0100915000,Goods Movement,R
0087000915,Delivery,J
0005004776,Order,C
4900000317,Goods Movement,R
0100917000,Goods Movement,R
0090040892,Invoice,M
0005004763,Order,C
0090040899,Invoice,M
0087000904,Delivery,J
0005004764,Order,C
0090040900,Invoice,M
0087000905,Delivery,J
0005004765,Order,C
0090040901,Invoice,M
0087000906,Delivery,J
0005004766,Order,C
0090040902,Invoice,M
0087000907,Delivery,J
0005004769,Order,C
0090040905,Invoice,M
0087000910,Delivery,J
0005004770,Order,C
0090040906,Invoice,M
0087000911,Delivery,J
0005004771,Order,C
0090040907,Invoice,M
0087000912,Delivery,J
0005004772,Order,C
0090040908,Invoice,M
0090040894,Invoice,M
0005004759,Order,C
4900000300,Goods Movement,R
0100900000,Goods Movement,R
0087000900,Delivery,J
0090040895,Invoice,M
0090040896,Invoice,M
0090040897,Invoice,M
0005004762,Order,C
0090040898,Invoice,M
0087000903,Delivery,J
0005004767,Order,C
0090040903,Invoice,M
0087000908,Delivery,J
0005004768,Order,C
0090040904,Invoice,M
0087000909,Delivery,J
0090040846,Invoice,M
0090040847,Invoice,M
0090040848,Invoice,M
0090040849,Invoice,M
0090040859,Invoice,M
0090040860,Invoice,M
0090040861,Invoice,M
0090040862,Invoice,M
4900000078,Goods Movement,R
4900000085,Goods Movement,R
4900000092,Goods Movement,R
4900000101,Goods Movement,R
4900000107,Goods Movement,R
4900000113,Goods Movement,R
4900000114,Goods Movement,R
4900000119,Goods Movement,R
4900000137,Goods Movement,R
4900000141,Goods Movement,R
4900000174,Goods Movement,R
0100774000,Goods Movement,R
0005004672,Order,C
4900000213,Goods Movement,R
0100813000,Goods Movement,R
0087000813,Delivery,J
4900000231,Goods Movement,R
0100831000,Goods Movement,R
4900000235,Goods Movement,R
0100835000,Goods Movement,R
4900000255,Goods Movement,R
0100855000,Goods Movement,R
4900000276,Goods Movement,R
0100876000,Goods Movement,R
0005004737,Order,C
4900000278,Goods Movement,R
0100878000,Goods Movement,R
0087000878,Delivery,J
0005004738,Order,C
4900000279,Goods Movement,R
0100879000,Goods Movement,R
0087000879,Delivery,J
0005004741,Order,C
4900000282,Goods Movement,R
0100882000,Goods Movement,R
0087000882,Delivery,J
0005004746,Order,C
4900000287,Goods Movement,R
0100887000,Goods Movement,R
0087000887,Delivery,J
0087000913,Delivery,J
0005004775,Order,C
4900000316,Goods Movement,R
0100916000,Goods Movement,R
0087000916,Delivery,J
0090040912,Invoice,M
0087000917,Delivery,J
0005004777,Order,C
0090040913,Invoice,M
0087000918,Delivery,J
0005004779,Order,C
4900000320,Goods Movement,R
0100920000,Goods Movement,R
0087000920,Delivery,J
0005004780,Order,C
4900000321,Goods Movement,R
0100921000,Goods Movement,R
0087000921,Delivery,J
0005004781,Order,C
4900000322,Goods Movement,R
0100922000,Goods Movement,R
0087000922,Delivery,J
0090040917,Invoice,M
0005004782,Order,C
4900000323,Goods Movement,R
0100923000,Goods Movement,R
0087000923,Delivery,J
0090040918,Invoice,M
0090040869,Invoice,M
0090040870,Invoice,M
0090040872,Invoice,M
0090040873,Invoice,M
0090040874,Invoice,M
0090040875,Invoice,M
0090040876,Invoice,M
0090040877,Invoice,M
4900000074,Goods Movement,R
4900000084,Goods Movement,R
4900000088,Goods Movement,R
4900000102,Goods Movement,R
4900000111,Goods Movement,R
4900000118,Goods Movement,R
4900000130,Goods Movement,R
4900000158,Goods Movement,R
0100758000,Goods Movement,R
4900000164,Goods Movement,R
0100764000,Goods Movement,R
4900000169,Goods Movement,R
0100769000,Goods Movement,R
4900000176,Goods Movement,R
0100776000,Goods Movement,R
4900000229,Goods Movement,R
0100829000,Goods Movement,R
4900000245,Goods Movement,R
0100845000,Goods Movement,R
4900000258,Goods Movement,R
0100858000,Goods Movement,R
4900000269,Goods Movement,R
0100869000,Goods Movement,R
0005004751,Order,C
4900000292,Goods Movement,R
0100892000,Goods Movement,R
0087000892,Delivery,J
0005004773,Order,C
0090040909,Invoice,M
0087000914,Delivery,J
0090040910,Invoice,M
0090040911,Invoice,M
0005004778,Order,C
0090040914,Invoice,M
0087000919,Delivery,J
0005004783,Order,C
4900000324,Goods Movement,R
0100924000,Goods Movement,R
0087000924,Delivery,J
0090040919,Invoice,M
0005004784,Order,C
0090040920,Invoice,M
0087000925,Delivery,J
0005004785,Order,C
0090040921,Invoice,M
0087000926,Delivery,J
0090040923,Invoice,M
0005004791,Order,C
0090040927,Invoice,M
0087000932,Delivery,J
0005004795,Order,C
4900000336,Goods Movement,R
0100936000,Goods Movement,R
0087000936,Delivery,J
0090040931,Invoice,M
0090040878,Invoice,M
0090040879,Invoice,M
0090040880,Invoice,M
0090040881,Invoice,M
0090040882,Invoice,M
0090040883,Invoice,M
0090040884,Invoice,M
4900000177,Goods Movement,R
0100777000,Goods Movement,R
4900000195,Goods Movement,R
0100795000,Goods Movement,R
4900000205,Goods Movement,R
0100805000,Goods Movement,R
0005004669,Order,C
4900000210,Goods Movement,R
0100810000,Goods Movement,R
0087000810,Delivery,J
0005004675,Order,C
4900000216,Goods Movement,R
0100816000,Goods Movement,R
0087000816,Delivery,J
4900000220,Goods Movement,R
0100820000,Goods Movement,R
4900000223,Goods Movement,R
0100823000,Goods Movement,R
0005004755,Order,C
4900000296,Goods Movement,R
0100896000,Goods Movement,R
0087000896,Delivery,J
4900000298,Goods Movement,R
0100898000,Goods Movement,R
4900000305,Goods Movement,R
0090040915,Invoice,M
0090040916,Invoice,M
0005004796,Order,C
4900000337,Goods Movement,R
0100937000,Goods Movement,R
0087000937,Delivery,J
0090040932,Invoice,M
0005004797,Order,C
4900000338,Goods Movement,R
0100938000,Goods Movement,R
0087000938,Delivery,J
0090040933,Invoice,M
4900000339,Goods Movement,R
0100939000,Goods Movement,R
4900000342,Goods Movement,R
0100942000,Goods Movement,R
0005004804,Order,C
4900000345,Goods Movement,R
0100945000,Goods Movement,R
0087000945,Delivery,J
0090040940,Invoice,M
0005004805,Order,C
4900000346,Goods Movement,R
0100946000,Goods Movement,R
0087000946,Delivery,J
0090040941,Invoice,M
0005004806,Order,C
4900000347,Goods Movement,R
0100947000,Goods Movement,R
0087000947,Delivery,J
0090040942,Invoice,M
0005004807,Order,C
4900000348,Goods Movement,R
0100948000,Goods Movement,R
0087000948,Delivery,J
0090040943,Invoice,M
0090040885,Invoice,M
0090040886,Invoice,M
0090040887,Invoice,M
0090040888,Invoice,M
0090040889,Invoice,M
0090040890,Invoice,M
0090040891,Invoice,M
0100905000,Goods Movement,R
4900000310,Goods Movement,R
0100910000,Goods Movement,R
4900000312,Goods Movement,R
0100912000,Goods Movement,R
4900000318,Goods Movement,R
0100918000,Goods Movement,R
4900000319,Goods Movement,R
0100919000,Goods Movement,R
4900000349,Goods Movement,R
0100949000,Goods Movement,R
0090040946,Invoice,M
0005004811,Order,C
4900000352,Goods Movement,R
0100952000,Goods Movement,R
0087000952,Delivery,J
0090040947,Invoice,M
0005004812,Order,C
0090040948,Invoice,M
0087000953,Delivery,J
0005004813,Order,C
0090040949,Invoice,M
0087000954,Delivery,J
0005004814,Order,C
4900000355,Goods Movement,R
0100955000,Goods Movement,R
0087000955,Delivery,J
0090040950,Invoice,M
4900000353,Goods Movement,R
0100953000,Goods Movement,R
0005004815,Order,C
4900000356,Goods Movement,R
